id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,Combination_Count
NCT02182518,"[[""placebo""], [""pseudoephedrine""], [""epinastine""]]","[""PLACEBO"", ""DB00852"", ""DB00751""]","[""PLACEBO"", ""CID7028"", ""-1""]","rhinitis, allergic, perennial",Allergic or hypersensitivity conditions,DB00852,DB00751,1
NCT02183688,"[[""acetaminophen""], [""aspirin""]]","[""DB00316"", ""DB00945""]","[""CID1983"", ""CID2244""]",migraine disorders,Headache disorders,DB00316,DB00945,1
NCT02184078,"[[""rifabutin""], [""nevirapine""]]","[""DB00615"", ""DB00238""]","[""CID6323490"", ""CID4463""]",hiv infections,Diseases of the genitourinary system,DB00615,DB00238,1
NCT02184299,"[[""nevirapine""], [""prednisone""]]","[""DB00238"", ""DB00635""]","[""CID4463"", ""-1""]",hiv infections,Diseases of the genitourinary system,DB00238,DB00635,1
NCT02185209,"[[""penicillin V""], [""metronidazole""]]","[""DB00417"", ""DB00916""]","[""CID6869"", ""CID4173""]",periodontal diseases,Diseases or disorders of orofacial complex,DB00417,DB00916,1
NCT02185209,"[[""amoxicillin""], [""metronidazole""]]","[""DB01060"", ""DB00916""]","[""CID33613"", ""CID4173""]",periodontal diseases,Diseases or disorders of orofacial complex,DB01060,DB00916,20
NCT02188121,"[[""simvastatin""], [""losartan""]]","[""DB00641"", ""DB00678""]","[""CID54454"", ""CID3961""]",serious mental illness,"Mental, behavioural or neurodevelopmental disorders",DB00641,DB00678,1
NCT02188121,"[[""simvastatin""], [""losartan""]]","[""DB00641"", ""DB00678""]","[""CID54454"", ""CID3961""]",schizophrenia,Schizophrenia or other primary psychotic disorders,DB00641,DB00678,3
NCT02188121,"[[""simvastatin""], [""losartan""]]","[""DB00641"", ""DB00678""]","[""CID54454"", ""CID3961""]",bipolar disorder,Mood disorders,DB00641,DB00678,2
NCT02188121,"[[""simvastatin""], [""losartan""]]","[""DB00641"", ""DB00678""]","[""CID54454"", ""CID3961""]",cardiovascular disease,Diseases of the circulatory system,DB00641,DB00678,2
NCT02190318,"[[""spironolactone""], [""losartan""]]","[""DB00421"", ""DB00678""]","[""CID5833"", ""CID3961""]",chronic renal disease,Diseases of the urinary system,DB00421,DB00678,2
NCT02190695,"[[""decitabine"", ""Dacogen""], [""carboplatin"", ""Paraplatin"", ""cisplatin""]]","[""DB01262"", ""DB00958""]","[""CID451668"", ""CID10339178""]",acute myeloid leukemia,Neoplasms,DB01262,DB00958,3
NCT02190838,"[[""dacarbazine"", ""dacarbazine""], [""metformin"", ""Siofor""]]","[""DB00851"", ""DB00331""]","[""-1"", ""-1""]",melanoma,Malignant neoplasms involving the skin,DB00851,DB00331,1
NCT02190994,"[[""hydrocortisone""], [""prednisone""]]","[""DB00741"", ""DB00635""]","[""CID5754"", ""-1""]",pituitary neoplasms,Endocrine diseases,DB00741,DB00635,6
NCT02193256,"[[""prazosin"", ""Minipress""], [""varenicline"", ""Chantix""]]","[""DB00457"", ""DB01273""]","[""CID4893"", ""CID5310966""]",cigarette smoking,Factors influencing health status,DB00457,DB01273,1
NCT02193256,"[[""prazosin"", ""Minipress""], [""varenicline"", ""Chantix""]]","[""DB00457"", ""DB01273""]","[""CID4893"", ""CID5310966""]",alcohol use disorders,Disorders due to substance use or addictive behaviours,DB00457,DB01273,1
NCT02197273,"[[""epinephrine"", ""Solu-Medrol"", ""morphine"", ""bupivacaine"", ""ropivacaine"", ""fentanyl""], [""Liposomal Bupivacaine"", ""Exparel""]]","[""DB00668"", ""DB00297""]","[""CID5816"", ""-1""]","osteoarthritis, knee",Arthropathies,DB00668,DB00297,3
NCT02198235,"[[""dexamethasone""], [""buprenorphine""]]","[""DB01234"", ""DB00921""]","[""CID5743"", ""CID644073""]",postoperative pain,"General symptoms, signs or clinical findings",DB01234,DB00921,2
NCT02202772,"[[""cabazitaxel"", ""Jevtana""], [""gemcitabine"", ""Gemzar""]]","[""DB06772"", ""DB00441""]","[""CID9854073"", ""CID60750""]",urothelial carcinoma of the urinary bladder,Diseases of the urinary system,DB06772,DB00441,2
NCT02203019,"[[""dexmedetomidine"", ""Precedex""], [""fentanyl""]]","[""DB00633"", ""DB00813""]","[""-1"", ""CID3345""]",sepsis,Sepsis,DB00633,DB00813,1
NCT02203019,"[[""dexmedetomidine"", ""Precedex""], [""fentanyl""]]","[""DB00633"", ""DB00813""]","[""-1"", ""CID3345""]",respiratory failure,Diseases of the respiratory system,DB00633,DB00813,1
NCT02203019,"[[""dexmedetomidine"", ""Precedex""], [""fentanyl""]]","[""DB00633"", ""DB00813""]","[""-1"", ""CID3345""]",agitation,"Mental or behavioural symptoms, signs or clinical findings",DB00633,DB00813,1
NCT02203019,"[[""fentanyl""], [""propofol"", ""Diprivan""]]","[""DB00813"", ""DB00818""]","[""CID3345"", ""CID4943""]",sepsis,Sepsis,DB00813,DB00818,1
NCT02203019,"[[""fentanyl""], [""propofol"", ""Diprivan""]]","[""DB00813"", ""DB00818""]","[""CID3345"", ""CID4943""]",respiratory failure,Diseases of the respiratory system,DB00813,DB00818,1
NCT02203019,"[[""fentanyl""], [""propofol"", ""Diprivan""]]","[""DB00813"", ""DB00818""]","[""CID3345"", ""CID4943""]",agitation,"Mental or behavioural symptoms, signs or clinical findings",DB00813,DB00818,2
NCT02203773,"[[""ABT-199""], [""azacitidine""]]","[""DB11581"", ""DB00928""]","[""CID49846579"", ""CID9444""]",acute myelogenous leukemia,Neoplasms,DB11581,DB00928,73
NCT02203773,"[[""ABT-199""], [""decitabine""]]","[""DB11581"", ""DB01262""]","[""CID49846579"", ""CID451668""]",acute myelogenous leukemia,Neoplasms,DB11581,DB01262,5
NCT02203786,"[[""Dexedrine"", ""dextroamphetamine sulfate"", ""dextroamphetamine""], [""placebo""], [""fluphenazine"", ""prolixin"", ""fluphenazine""]]","[""DB01576"", ""PLACEBO"", ""DB00623""]","[""CID5826"", ""PLACEBO"", ""CID3372""]",pathological gambling,"Mental, behavioural or neurodevelopmental disorders",DB01576,DB00623,1
NCT02203786,"[[""placebo""], [""haloperidol"", ""Haldol""], [""Dexedrine"", ""dextroamphetamine sulfate"", ""dextroamphetamine""]]","[""PLACEBO"", ""DB00502"", ""DB01576""]","[""PLACEBO"", ""CID3559"", ""CID5826""]",pathological gambling,"Mental, behavioural or neurodevelopmental disorders",DB00502,DB01576,1
NCT02204072,"[[""enzalutamide""], [""bismuth""]]","[""DB08899"", ""DB01294""]","[""CID15951529"", ""-1""]","prostatic neoplasms, castration-resistant",Diseases of the male genital system,DB08899,DB01294,1
NCT02207504,"[[""crizotinib"", ""Xalkori"", ""PF-02341066""], [""enzalutamide"", ""MDV 3100"", ""Xtandi""]]","[""DB08865"", ""DB08899""]","[""CID11626560"", ""CID15951529""]",castration-resistant prostate cancer,Diseases of the male genital system,DB08865,DB08899,1
NCT02210260,"[[""heroin""], [""bupivacaine""]]","[""DB01452"", ""DB00297""]","[""CID5462328"", ""-1""]",colorectal cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01452,DB00297,1
NCT02213068,"[[""medroxyprogesterone acetate"", ""mycophenolic acid""], [""tacrolimus"", ""tacrolimus""]]","[""DB00603"", ""DB00864""]","[""CID6279"", ""CID445643""]","transplant; failure, kidney",Postprocedural disorders of eye or ocular adnexa,DB00603,DB00864,1
NCT02216149,"[[""S-1 Antimetabolite agent"", ""Teysuno""], [""oxaliplatin"", ""Eloxatin""]]","[""DB09257"", ""DB00526""]","[""CID54679224"", ""CID11947679""]",esophagus cancer,Diseases of oesophagus,DB09257,DB00526,1
NCT02216149,"[[""S-1 Antimetabolite agent"", ""Teysuno""], [""oxaliplatin"", ""Eloxatin""]]","[""DB09257"", ""DB00526""]","[""CID54679224"", ""CID11947679""]",stomach cancer,Diseases of the stomach or the duodenum,DB09257,DB00526,3
NCT02216149,"[[""S-1 Antimetabolite agent"", ""Teysuno""], [""oxaliplatin"", ""Eloxatin""]]","[""DB09257"", ""DB00526""]","[""CID54679224"", ""CID11947679""]",small bowel cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB09257,DB00526,3
NCT02216331,"[[""R207910"", ""bedaquiline""], [""rifapentine""]]","[""DB08903"", ""DB01201""]","[""CID5388906"", ""CID5462354""]",tuberculosis,Mycobacterial diseases,DB08903,DB01201,1
NCT02217878,"[[""morphine"", ""morphine sulfate""], [""ticagrelor""]]","[""DB00295"", ""DB08816""]","[""CID5288826"", ""CID9871419""]",st-segment elevation myocardial infarction,Ischaemic heart diseases,DB00295,DB08816,2
NCT02217878,"[[""morphine"", ""morphine sulfate""], [""ticagrelor""]]","[""DB00295"", ""DB08816""]","[""CID5288826"", ""CID9871419""]",va drug interactions,Reasons for contact with the health services,DB00295,DB08816,1
NCT02218203,"[[""lidocaine""], [""dextromethorphan""]]","[""DB00281"", ""DB00514""]","[""CID3676"", ""-1""]",central neuropathic pain,Headache disorders,DB00281,DB00514,9
NCT02218203,"[[""lidocaine""], [""dextromethorphan""]]","[""DB00281"", ""DB00514""]","[""CID3676"", ""-1""]",allodynia,"Symptoms, signs or clinical findings, not elsewhere classified",DB00281,DB00514,9
NCT02218203,"[[""lidocaine""], [""dextromethorphan""]]","[""DB00281"", ""DB00514""]","[""CID3676"", ""-1""]",spinal cord injury,"Injuries to unspecified part of trunk, limb or body region",DB00281,DB00514,9
NCT02219698,"[[""ibuprofen""], [""acetaminophen""]]","[""DB01050"", ""DB00316""]","[""CID3672"", ""CID1983""]",diverticulitis,Diverticular disease of intestine,DB01050,DB00316,2
NCT02222480,"[[""hydrochlorothiazide""], [""fimasartan""]]","[""DB00999"", ""DB09279""]","[""CID3639"", ""-1""]",hypertension,Hypertensive diseases,DB00999,DB09279,5
NCT02225548,"[[""selegiline"", ""Zelapar"", ""Eldepryl""], [""tadalafil"", ""Cialis""]]","[""DB01037"", ""DB00820""]","[""CID26757"", ""CID110635""]",parkinson's disease,Movement disorders,DB01037,DB00820,1
NCT02225548,"[[""selegiline"", ""Zelapar"", ""Eldepryl""], [""tadalafil"", ""Cialis""]]","[""DB01037"", ""DB00820""]","[""CID26757"", ""CID110635""]",erectile dysfunction,Conditions related to sexual health,DB01037,DB00820,1
NCT02227316,"[[""acetaminophen""], [""ibuprofen""]]","[""DB00316"", ""DB01050""]","[""CID1983"", ""CID3672""]",symptomatic uterine fibroids and adenomyosis,"Noninflammatory disorders of uterus, except cervix",DB00316,DB01050,1
NCT02230553,"[[""trametinib""], [""lapatinib""]]","[""DB08911"", ""DB01259""]","[""CID11707110"", ""CID208908""]",colorectal cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB08911,DB01259,2
NCT02231164,"[[""nintedanib""], [""docetaxel""]]","[""DB09079"", ""DB01248""]","[""CID9809715"", ""CID148124""]","carcinoma, non-small-cell lung",Neoplasms of the respiratory system,DB09079,DB01248,6
NCT02232308,"[[""lisinopril"", ""Zestril"", ""Prinivil""], [""nizatidine"", ""Axid""]]","[""DB00722"", ""DB00585""]","[""CID5362119"", ""CID3033637""]",gastroparesis,Diseases of the stomach or the duodenum,DB00722,DB00585,1
NCT02233049,"[[""erlotinib""], [""dasatinib""]]","[""DB00530"", ""DB01254""]","[""CID176870"", ""CID3062316""]",diffuse intrinsic pontine glioma,Neoplasms of brain or central nervous system,DB00530,DB01254,1
NCT02233049,"[[""everolimus""], [""dasatinib""]]","[""DB01590"", ""DB01254""]","[""CID6442177"", ""CID3062316""]",diffuse intrinsic pontine glioma,Neoplasms of brain or central nervous system,DB01590,DB01254,4
NCT02234921,"[[""cyclophosphamide"", ""cytoxan""], [""imiquimod""]]","[""DB00531"", ""DB00724""]","[""CID2907"", ""CID57469""]",adenocarcinoma of the prostate,Diseases of the male genital system,DB00531,DB00724,1
NCT02235428,"[[""albuterol""], [""ipratropium bromide""]]","[""DB01001"", ""DB00332""]","[""CID2083"", ""CID657308""]",asthma,Allergic or hypersensitivity conditions,DB01001,DB00332,15
NCT02236806,"[[""ramipril""], [""bisoprolol""]]","[""DB00178"", ""DB00612""]","[""CID5362129"", ""CID2405""]",breast cancer,Disorders of breast,DB00178,DB00612,1
NCT02238535,"[[""warfarin""], [""Ventavis""]]","[""DB00682"", ""DB01088""]","[""CID54678486"", ""-1""]",residual pulmonary hypertension,Diseases of the circulatory system,DB00682,DB01088,1
NCT02238626,"[[""riluzole"", ""Rilutek""], [""ibudilast"", ""ibudilast""]]","[""DB00740"", ""DB05266""]","[""CID5070"", ""CID3671""]",amyotrophic lateral sclerosis,Motor neuron diseases or related disorders,DB00740,DB05266,2
NCT02240017,"[[""gemcitabine""], [""carboplatin""]]","[""DB00441"", ""DB00958""]","[""CID60750"", ""-1""]",advanced urothelial cancer,Diseases of the urinary system,DB00441,DB00958,19
NCT02242253,"[[""tiotropium""], [""salmeterol""], [""placebo""]]","[""DB01409"", ""DB00938"", ""PLACEBO""]","[""CID3086655"", ""CID5152"", ""PLACEBO""]","pulmonary disease, chronic obstructive",Certain lower respiratory tract diseases,DB01409,DB00938,3
NCT02243202,"[[""canagliflozin"", ""Invokana""], [""phentermine""]]","[""DB08907"", ""DB00191""]","[""CID24812758"", ""CID4771""]",obesity,Nutritional disorders,DB08907,DB00191,2
NCT02243254,"[[""remifentanil""], [""ibuprofen""]]","[""DB00899"", ""DB01050""]","[""CID60815"", ""CID3672""]","pain, postoperative","General symptoms, signs or clinical findings",DB00899,DB01050,1
NCT02243280,"[[""pibrentasvir""], [""glecaprevir""]]","[""DB13878"", ""DB13879""]","[""-1"", ""-1""]",chronic hepatitis c,Diseases of the digestive system,DB13878,DB13879,58
NCT02244606,"[[""micafungin""], [""fluconazole""]]","[""DB01141"", ""DB00196""]","[""CID477468"", ""CID3365""]",mycoses,Certain infectious or parasitic diseases,DB01141,DB00196,1
NCT02244606,"[[""micafungin""], [""fluconazole""]]","[""DB01141"", ""DB00196""]","[""CID477468"", ""CID3365""]","candidiasis, invasive",Candidosis,DB01141,DB00196,1
NCT02244606,"[[""micafungin""], [""fluconazole""]]","[""DB01141"", ""DB00196""]","[""CID477468"", ""CID3365""]",candidemia,Mycoses,DB01141,DB00196,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]",spinal cord injury,"Injuries to unspecified part of trunk, limb or body region",DB01216,DB00624,2
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]","trauma, nervous system",Birth injury,DB01216,DB00624,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]",wounds and injuries,"Symptoms, signs or clinical findings, not elsewhere classified",DB01216,DB00624,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]",central nervous system diseases,Neoplasms of brain or central nervous system,DB01216,DB00624,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]",nervous system diseases,Diseases of the nervous system,DB01216,DB00624,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]",spinal cord diseases,Developmental anomalies,DB01216,DB00624,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]",endocrine system diseases,"Endocrine, nutritional or metabolic diseases",DB01216,DB00624,1
NCT02248701,"[[""finasteride"", ""Proscar""], [""testosterone"", ""Delatestryl""]]","[""DB01216"", ""DB00624""]","[""CID57363"", ""CID6013""]","genital diseases, male",Diseases of the genitourinary system,DB01216,DB00624,1
NCT02249442,"[[""tipranavir""], [""ritonavir""]]","[""DB00932"", ""DB00503""]","[""CID54682461"", ""CID392622""]",hepatic insufficiency,Diseases of liver,DB00932,DB00503,4
NCT02250326,"[[""130-nm albumin-bound paclitaxel"", ""Abraxane"", ""ABI007""], [""CC-486"", ""azathioprine"", ""azacitidine""]]","[""DB01229"", ""DB00993""]","[""-1"", ""CID2265""]","carcinoma, non-small-cell lung",Neoplasms of the respiratory system,DB01229,DB00993,1
NCT02252419,"[[""acetaminophen""], [""dexamethasone""]]","[""DB00316"", ""DB01234""]","[""CID1983"", ""CID5743""]",pharyngitis,Upper respiratory tract disorders,DB00316,DB01234,1
NCT02253966,"[[""methylprednisolone acetate"", ""Depo-Medrol""], [""lidocaine""]]","[""DB00959"", ""DB00281""]","[""CID5877"", ""CID3676""]",knee joint osteoarthrosis,Arthropathies,DB00959,DB00281,1
NCT02254551,"[[""bortezomib"", ""Velcade""], [""Smoothened Antagonist LDE225"", ""sonidegib""]]","[""DB00188"", ""DB09143""]","[""CID387447"", ""CID24775005""]",multiple myeloma,Neoplasms,DB00188,DB09143,1
NCT02254785,"[[""abiraterone"", ""Zytiga""], [""enzalutamide"", ""Xtandi""]]","[""DB05812"", ""DB08899""]","[""CID132971"", ""CID15951529""]",metastatic castration-resistant prostatic cancer,Diseases of the male genital system,DB05812,DB08899,10
NCT02256943,"[[""amitriptyline"", ""Elavil""], [""tolterodine""]]","[""DB00321"", ""DB01036""]","[""CID2160"", ""CID443879""]",chronic pain,"General symptoms, signs or clinical findings",DB00321,DB01036,4
NCT02261662,"[[""betamethasone"", ""Corticosteroid [EPC]""], [""ribavirin"", ""Copegus""]]","[""DB00443"", ""DB00811""]","[""CID9782"", ""-1""]",hepatitis c,Diseases of the digestive system,DB00443,DB00811,1
NCT02261662,"[[""betamethasone"", ""Corticosteroid [EPC]""], [""ribavirin"", ""Copegus""]]","[""DB00443"", ""DB00811""]","[""CID9782"", ""-1""]",lichen planus,Inflammatory dermatoses,DB00443,DB00811,1
NCT02261662,"[[""betamethasone"", ""Corticosteroid [EPC]""], [""ribavirin"", ""Copegus""]]","[""DB00443"", ""DB00811""]","[""CID9782"", ""-1""]",vasculitis,Diseases of the musculoskeletal system or connective tissue,DB00443,DB00811,2
NCT02263105,"[[""temozolomide""], [""cisplatin""]]","[""DB00853"", ""DB00515""]","[""CID5394"", ""-1""]",high-grade gliomas,Neoplasms of brain or central nervous system,DB00853,DB00515,1
NCT02263248,"[[""buprenorphine"", ""Suboxone"", ""Subutex"", ""Subutex""], [""venlafaxine"", ""Effexor""]]","[""DB00921"", ""DB00285""]","[""CID644073"", ""CID5656""]",major depressive disorder,Mood disorders,DB00921,DB00285,2
NCT02263495,"[[""gemcitabine"", ""gemcitabine""], [""eribulin""]]","[""DB00441"", ""DB08871""]","[""CID60750"", ""CID11354606""]",metastatic breast cancer,Disorders of breast,DB00441,DB08871,1
NCT02265237,"[[""paritaprevir"", ""Norvir"", ""ombitasvir""], [""ribavirin""]]","[""DB09297"", ""DB00811""]","[""CID68498031"", ""-1""]",hepatitis c virus,Diseases of the digestive system,DB09297,DB00811,4
NCT02267057,"[[""acetaminophen""], [""buprenorphine""]]","[""DB00316"", ""DB00921""]","[""CID1983"", ""CID644073""]",depression,Mood disorders,DB00316,DB00921,1
NCT02267057,"[[""acetaminophen""], [""buprenorphine""]]","[""DB00316"", ""DB00921""]","[""CID1983"", ""CID644073""]",pain,"General symptoms, signs or clinical findings",DB00316,DB00921,1
NCT02267057,"[[""acetaminophen""], [""buprenorphine""]]","[""DB00316"", ""DB00921""]","[""CID1983"", ""CID644073""]",dementia,Neurocognitive disorders,DB00316,DB00921,1
NCT02267681,"[[""propofol"", ""Diprivan""], [""fentanyl""]]","[""DB00818"", ""DB00813""]","[""CID4943"", ""CID3345""]",digestive system diseases,Diseases of the digestive system,DB00818,DB00813,2
NCT02267681,"[[""propofol"", ""Diprivan""], [""alfentanil"", ""Alfenta""]]","[""DB00818"", ""DB00802""]","[""CID4943"", ""CID51263""]",digestive system diseases,Diseases of the digestive system,DB00818,DB00802,1
NCT02267681,"[[""propofol"", ""Diprivan""], [""alfentanil"", ""Alfenta""]]","[""DB00818"", ""DB00802""]","[""CID4943"", ""CID51263""]",disorientation,"Mental or behavioural symptoms, signs or clinical findings",DB00818,DB00802,1
