id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,drugA,drugB,Combination_Count
NCT01834183,"[[""tivozanib"", ""AV 951""], [""gemcitabine""]]","[""DB11800"", ""DB00441""]","[""CID9911830"", ""CID60750""]",renal cell carcinoma,Diseases of the urinary system,DB11800,DB00441,"['tivozanib', 'AV 951']",['gemcitabine'],1
NCT01834274,"[[""Fasiglifam""], [""placebo""], [""metformin""]]","[""DB12491"", ""PLACEBO"", ""DB00331""]","[""CID24857286"", ""PLACEBO"", ""-1""]","diabetes mellitus, type 2",Endocrine diseases,DB12491,DB00331,,,1
NCT01835067,"[[""ranibizumab"", ""Lucentis""], [""PLAT protein, human"", ""PLAT protein, human"", ""alteplase"", ""Actilyse""]]","[""DB01270"", ""DB00009""]","[""-1"", ""-1""]",exudative macular degeneration,Disorders of the visual organs,DB01270,DB00009,"['ranibizumab', 'Lucentis']","['PLAT protein, human', 'PLAT protein, human', 'alteplase', 'Actilyse']",2
NCT01835184,"[[""vemurafenib"", ""BRAF protein, human"", ""RG7204"", ""PLX4032""], [""cabozantinib s-malate"", ""XL184"", ""BMS 907351"", ""Cometriq""]]","[""DB08881"", ""DB08875""]","[""CID42611257"", ""CID25102846""]",recurrent melanoma,Malignant neoplasms involving the skin,DB08881,DB08875,"['vemurafenib', 'BRAF protein, human', 'RG7204', 'PLX4032']","['cabozantinib s-malate', 'XL184', 'BMS 907351', 'Cometriq']",4
NCT01835184,"[[""vemurafenib"", ""BRAF protein, human"", ""RG7204"", ""PLX4032""], [""cabozantinib s-malate"", ""XL184"", ""BMS 907351"", ""Cometriq""]]","[""DB08881"", ""DB08875""]","[""CID42611257"", ""CID25102846""]",stage iv melanoma,Diseases of the female genital system,DB08881,DB08875,"['vemurafenib', 'BRAF protein, human', 'RG7204', 'PLX4032']","['cabozantinib s-malate', 'XL184', 'BMS 907351', 'Cometriq']",1
NCT01837719,"[[""cobicistat""], [""atazanavir"", ""BMS 232632""]]","[""DB09065"", ""DB01072""]","[""CID25151504"", ""CID148192""]",human immunodeficiency virus type 1 (hiv-1),Mycobacterial diseases,DB09065,DB01072,['cobicistat'],"['atazanavir', 'BMS 232632']",2
NCT01838200,"[[""ipilimumab"", ""Yervoy""], [""isoniazid""]]","[""DB06186"", ""DB00951""]","[""-1"", ""CID3767""]",metastatic melanoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB06186,DB00951,"['ipilimumab', 'Yervoy']",['isoniazid'],4
NCT01838395,"[[""Ara-C"", ""cytarabine""], [""BL-8040""]]","[""DB00987"", ""DB14939""]","[""CID6253"", ""CID91865076""]",acute myeloid leukemia,Neoplasms,DB00987,DB14939,"['Ara-C', 'cytarabine']",['BL-8040'],2
NCT01839097,"[[""DDIT3 protein, human"", ""doxorubicin"", ""cyclophosphamide"", ""vincristine"", ""prednisone""], [""belinostat"", ""PXD101""]]","[""DB00541"", ""DB05015""]","[""CID5978"", ""CID6918638""]",peripheral t-cell lymphoma,Neoplasms,DB00541,DB05015,"['DDIT3 protein, human', 'doxorubicin', 'cyclophosphamide', 'vincristine', 'prednisone']","['belinostat', 'PXD101']",1
NCT01840579,"[[""Granulocyte Colony-Stimulating Factor"", ""Neulasta""], [""cisplatin""]]","[""DB00019"", ""DB00515""]","[""-1"", ""-1""]",non-small cell lung cancer,Neoplasms of the respiratory system,DB00019,DB00515,"['Granulocyte Colony-Stimulating Factor', 'Neulasta']",['cisplatin'],2
NCT01840592,"[[""sorafenib""], [""doxorubicin""]]","[""DB00398"", ""DB00997""]","[""-1"", ""-1""]",hepatocellular carcinoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00398,DB00997,['sorafenib'],['doxorubicin'],2
NCT01841502,"[[""telaprevir""], [""paroxetine""]]","[""DB05521"", ""DB00715""]","[""CID3010818"", ""CID43815""]",hepatitis c infection,Diseases of the digestive system,DB05521,DB00715,['telaprevir'],['paroxetine'],1
NCT01841502,"[[""telaprevir""], [""paroxetine""]]","[""DB05521"", ""DB00715""]","[""CID3010818"", ""CID43815""]",depression,Mood disorders,DB05521,DB00715,['telaprevir'],['paroxetine'],1
NCT01842256,"[[""atorvastatin""], [""telmisartan""]]","[""DB01076"", ""DB00966""]","[""CID60823"", ""CID65999""]",essential hypertension,Hypertensive diseases,DB01076,DB00966,['atorvastatin'],['telmisartan'],7
NCT01842256,"[[""atorvastatin""], [""telmisartan""]]","[""DB01076"", ""DB00966""]","[""CID60823"", ""CID65999""]",hyperlipidemia,Metabolic disorders,DB01076,DB00966,['atorvastatin'],['telmisartan'],3
NCT01842672,"[[""mitoxantrone"", ""Novantrone""], [""clofarabine"", ""Clolar"", ""Investigational New Drugs""]]","[""DB01204"", ""DB00631""]","[""CID4212"", ""CID119182""]",acute lymphoblastic leukemia,Neoplasms,DB01204,DB00631,"['mitoxantrone', 'Novantrone']","['clofarabine', 'Clolar', 'Investigational New Drugs']",5
NCT01843127,"[[""ranolazine""], [""placebo""], [""exenatide""]]","[""DB00243"", ""PLACEBO"", ""DB01276""]","[""CID56959"", ""PLACEBO"", ""CID45588096""]",type 2 diabetes mellitus,Endocrine diseases,DB00243,DB01276,,,2
NCT01843179,"[[""sulindac""], [""cytarabine""]]","[""DB00605"", ""DB00987""]","[""CID1548887"", ""CID6253""]",acute myeloid leukemia,Neoplasms,DB00605,DB00987,['sulindac'],['cytarabine'],1
NCT01843296,"[[""bupivacaine"", ""Marcaine""], [""fentanyl"", ""Sublimaze""]]","[""DB00297"", ""DB00813""]","[""-1"", ""CID3345""]",lumbar spine disc herniation,Conditions associated with the spine,DB00297,DB00813,"['bupivacaine', 'Marcaine']","['fentanyl', 'Sublimaze']",1
NCT01843452,"[[""mitomycin""], [""capecitabine""]]","[""DB00305"", ""DB01101""]","[""CID5746"", ""CID60953""]",carcinoma of anal canal,Diseases of anal canal,DB00305,DB01101,['mitomycin'],['capecitabine'],1
NCT01843725,"[[""aflibercept"", ""Zaltrap""], [""capecitabine"", ""Xeloda""]]","[""DB08885"", ""DB01101""]","[""CID124490314"", ""CID60953""]",metastatic colorectal cancers,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB08885,DB01101,"['aflibercept', 'Zaltrap']","['capecitabine', 'Xeloda']",4
NCT01843725,"[[""aflibercept"", ""Zaltrap""], [""capecitabine"", ""Xeloda""]]","[""DB08885"", ""DB01101""]","[""CID124490314"", ""CID60953""]",metastatic gastric cancers,Diseases of the stomach or the duodenum,DB08885,DB01101,"['aflibercept', 'Zaltrap']","['capecitabine', 'Xeloda']",2
NCT01843725,"[[""aflibercept"", ""Zaltrap""], [""capecitabine"", ""Xeloda""]]","[""DB08885"", ""DB01101""]","[""CID124490314"", ""CID60953""]",metastatic oesophageal cancers,Diseases of oesophagus,DB08885,DB01101,"['aflibercept', 'Zaltrap']","['capecitabine', 'Xeloda']",2
NCT01843725,"[[""aflibercept"", ""Zaltrap""], [""capecitabine"", ""Xeloda""]]","[""DB08885"", ""DB01101""]","[""CID124490314"", ""CID60953""]",metastatic pancreatic cancers,Diseases of pancreas,DB08885,DB01101,"['aflibercept', 'Zaltrap']","['capecitabine', 'Xeloda']",2
NCT01843725,"[[""aflibercept"", ""Zaltrap""], [""capecitabine"", ""Xeloda""]]","[""DB08885"", ""DB01101""]","[""CID124490314"", ""CID60953""]",metastatic breast cancers,Disorders of breast,DB08885,DB01101,"['aflibercept', 'Zaltrap']","['capecitabine', 'Xeloda']",2
NCT01844583,"[[""rifampin""], [""Alisertib"", ""MLN 8237""]]","[""DB01045"", ""DB05220""]","[""CID5381226"", ""CID24771867""]",lymphoma,Neoplasms,DB01045,DB05220,['rifampin'],"['Alisertib', 'MLN 8237']",1
NCT01844583,"[[""esomeprazole""], [""Alisertib"", ""MLN 8237""]]","[""DB00736"", ""DB05220""]","[""CID9568614"", ""CID24771867""]",lymphoma,Neoplasms,DB00736,DB05220,['esomeprazole'],"['Alisertib', 'MLN 8237']",1
NCT01844674,"[[""tizanidine""], [""vemurafenib""]]","[""DB00697"", ""DB08881""]","[""CID5487"", ""CID42611257""]","malignant melanoma, neoplasms",Malignant neoplasms involving the skin,DB00697,DB08881,['tizanidine'],['vemurafenib'],1
NCT01844947,"[[""vinflunine"", ""Javlor""], [""sorafenib"", ""Nexavar""]]","[""DB11641"", ""DB00398""]","[""CID6918295"", ""-1""]",urothelial carcinoma,Diseases of the urinary system,DB11641,DB00398,"['vinflunine', 'Javlor']","['sorafenib', 'Nexavar']",5
NCT01845441,"[[""fentanyl"", ""Fentora"", ""Instanyl"", ""Sublimaze""], [""midazolam"", ""Dormicum"", ""Versed""]]","[""DB00813"", ""DB00683""]","[""CID3345"", ""CID4192""]",stroke,Diseases of the nervous system,DB00813,DB00683,"['fentanyl', 'Fentora', 'Instanyl', 'Sublimaze']","['midazolam', 'Dormicum', 'Versed']",3
NCT01845831,"[[""sitagliptin"", ""Januvia""], [""insulin glargine"", ""Lantus""]]","[""DB01261"", ""DB00047""]","[""CID4369359"", ""CID118984454""]",type 2 diabetes,Endocrine diseases,DB01261,DB00047,"['sitagliptin', 'Januvia']","['insulin glargine', 'Lantus']",1
NCT01846624,"[[""decitabine"", ""decitabine"", ""Dacogen""], [""midostaurin"", ""midostaurin"", ""PKC412""]]","[""DB01262"", ""DB06595""]","[""CID451668"", ""CID9829523""]","acute myeloid leukemia (aml) with multilineage dysplasia following myelodysplastic syndrome, in adults",Neoplasms,DB01262,DB06595,"['decitabine', 'decitabine', 'Dacogen']","['midostaurin', 'midostaurin', 'PKC412']",3
NCT01846624,"[[""decitabine"", ""decitabine"", ""Dacogen""], [""midostaurin"", ""midostaurin"", ""PKC412""]]","[""DB01262"", ""DB06595""]","[""CID451668"", ""CID9829523""]",secondary aml (adult),"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01262,DB06595,"['decitabine', 'decitabine', 'Dacogen']","['midostaurin', 'midostaurin', 'PKC412']",1
NCT01848899,"[[""ioxaglate""], [""bivalirudin"", ""Angiomax""]]","[""DB09313"", ""DB00006""]","[""CID3742"", ""CID16129704""]",coronary artery disease,Diseases of the circulatory system,DB09313,DB00006,['ioxaglate'],"['bivalirudin', 'Angiomax']",1
NCT01848899,"[[""iodixanol"", ""Visipaque""], [""bivalirudin"", ""Angiomax""]]","[""DB01249"", ""DB00006""]","[""CID3724"", ""CID16129704""]",coronary artery disease,Diseases of the circulatory system,DB01249,DB00006,"['iodixanol', 'Visipaque']","['bivalirudin', 'Angiomax']",1
NCT01849276,"[[""cytarabine"", ""cytarabine"", ""Ara-C"", ""cytarabine"", ""cytarabine"", ""cytosar""], [""metformin hydrochloride"", ""Glucophage""]]","[""DB00987"", ""DB00331""]","[""CID6253"", ""CID14219""]",adult acute megakaryoblastic leukemia (m7),Neoplasms,DB00987,DB00331,"['cytarabine', 'cytarabine', 'Ara-C', 'cytarabine', 'cytarabine', 'cytosar']","['metformin hydrochloride', 'Glucophage']",17
NCT01851824,"[[""vemurafenib"", ""Zelboraf""], [""acenocoumarol""]]","[""DB08881"", ""DB01418""]","[""CID42611257"", ""CID54676537""]","malignant melanoma, neoplasms",Malignant neoplasms involving the skin,DB08881,DB01418,"['vemurafenib', 'Zelboraf']",['acenocoumarol'],1
NCT01852019,"[[""prasugrel""], [""cangrelor""]]","[""DB06209"", ""DB06441""]","[""CID6918456"", ""CID9854012""]",coronary artery disease,Diseases of the circulatory system,DB06209,DB06441,['prasugrel'],['cangrelor'],8
NCT01852214,"[[""prasugrel"", ""Effient""], [""ticagrelor""]]","[""DB06209"", ""DB08816""]","[""CID6918456"", ""CID9871419""]",diabetes mellitus,Endocrine diseases,DB06209,DB08816,"['prasugrel', 'Effient']",['ticagrelor'],4
NCT01852214,"[[""prasugrel"", ""Effient""], [""ticagrelor""]]","[""DB06209"", ""DB08816""]","[""CID6918456"", ""CID9871419""]",coronary artery disease,Diseases of the circulatory system,DB06209,DB08816,"['prasugrel', 'Effient']",['ticagrelor'],9
NCT01852292,"[[""Buparlisib"", ""NVP-BKM120""], [""paclitaxel""]]","[""DB11666"", ""DB01229""]","[""CID16654980"", ""-1""]",head and neck squamous cell carcinoma,Malignant neoplasms involving the skin,DB11666,DB01229,"['Buparlisib', 'NVP-BKM120']",['paclitaxel'],1
NCT01852565,"[[""darapladib""], [""diltiazem""]]","[""DB06311"", ""DB00343""]","[""CID9939609"", ""CID39186""]",atherosclerosis,Diseases of arteries or arterioles,DB06311,DB00343,['darapladib'],['diltiazem'],1
NCT01853280,"[[""methylphenidate"", ""Concerta""], [""levomefolate"", ""deplin""]]","[""DB00422"", ""DB11256""]","[""-1"", ""CID15341110""]",attention deficit hyperactivity disorder,Neurodevelopmental disorders,DB00422,DB11256,"['methylphenidate', 'Concerta']","['levomefolate', 'deplin']",1
NCT01856023,"[[""ipilimumab"", ""Yervoy"", ""CTLA4 protein, human""], [""Interleukin-2"", ""Proleukin"", ""aldesleukin"", ""Interleukins""]]","[""DB06186"", ""DB00041""]","[""-1"", ""-1""]",metastatic melanoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB06186,DB00041,"['ipilimumab', 'Yervoy', 'CTLA4 protein, human']","['Interleukin-2', 'Proleukin', 'aldesleukin', 'Interleukins']",2
NCT01857193,"[[""ribociclib"", ""LEE011""], [""exemestane""]]","[""DB11730"", ""DB00990""]","[""CID44631912"", ""CID60198""]",breast cancer,Disorders of breast,DB11730,DB00990,"['ribociclib', 'LEE011']",['exemestane'],1
NCT01857453,"[[""carboplatin""], [""etoposide""]]","[""DB00958"", ""DB00773""]","[""-1"", ""-1""]",medulloblastoma,Neoplasms of brain or central nervous system,DB00958,DB00773,['carboplatin'],['etoposide'],1
NCT01858025,"[[""mitomycin""], [""fluorouracil"", ""fluorouracil""]]","[""DB00305"", ""DB00544""]","[""CID5746"", ""-1""]",carcinoma of the anal canal,Diseases of anal canal,DB00305,DB00544,['mitomycin'],"['fluorouracil', 'fluorouracil']",1
NCT01858168,"[[""olaparib"", ""AZD 2281""], [""temozolomide"", ""Temodar"", ""SCH 52365"", ""Temodal""]]","[""DB09074"", ""DB00853""]","[""CID23725625"", ""CID5394""]",ewing sarcoma,Neoplasms of the circulatory system,DB09074,DB00853,"['olaparib', 'AZD 2281']","['temozolomide', 'Temodar', 'SCH 52365', 'Temodal']",4
NCT01858922,"[[""vincristine"", ""bleomycin"", ""etoposide"", ""prednisone"", ""cyclophosphamide"", ""doxorubicin""], [""DECAL Regimen"", ""cytarabine"", ""etoposide"", ""dexamethasone"", ""cisplatin""]]","[""DB00541"", ""DB00987""]","[""CID5978"", ""CID6253""]",hodgkin disease,Neoplasms,DB00541,DB00987,"['vincristine', 'bleomycin', 'etoposide', 'prednisone', 'cyclophosphamide', 'doxorubicin']","['DECAL Regimen', 'cytarabine', 'etoposide', 'dexamethasone', 'cisplatin']",1
NCT01859026,"[[""erlotinib"", ""Tarceva"", ""EGFR protein, human"", ""Protein-tyrosine kinase inhibitor"", ""OSI-774"", ""CP 358774""], [""MEK162"", ""ARRY-438162"", ""Mitogen-Activated Protein Kinases"", ""ARRY-438162""]]","[""DB00530"", ""DB11967""]","[""CID176870"", ""CID10288191""]",lung cancer,Neoplasms of the respiratory system,DB00530,DB11967,"['erlotinib', 'Tarceva', 'EGFR protein, human', 'Protein-tyrosine kinase inhibitor', 'OSI-774', 'CP 358774']","['MEK162', 'ARRY-438162', 'Mitogen-Activated Protein Kinases', 'ARRY-438162']",6
NCT01860911,"[[""omega-N-Methylarginine""], [""Insulin""]]","[""DB11815"", ""DB00030""]","[""-1"", ""-1""]",obesity,Nutritional disorders,DB11815,DB00030,['omega-N-Methylarginine'],['Insulin'],1
NCT01860911,"[[""omega-N-Methylarginine""], [""Insulin""]]","[""DB11815"", ""DB00030""]","[""-1"", ""-1""]",insulin resistance,Endocrine diseases,DB11815,DB00030,['omega-N-Methylarginine'],['Insulin'],1
NCT01861106,"[[""cyclophosphamide""], [""fludarabine""]]","[""DB00531"", ""DB01073""]","[""-1"", ""-1""]",immunodeficiency,Diseases of the immune system,DB00531,DB01073,['cyclophosphamide'],['fludarabine'],1
NCT01862081,"[[""docetaxel""], [""GDC-0032""]]","[""DB01248"", ""DB12108""]","[""CID148124"", ""CID51001932""]","breast cancer, non-small lung cancer",Neoplasms of the respiratory system,DB01248,DB12108,['docetaxel'],['GDC-0032'],4
NCT01862081,"[[""GDC-0032""], [""paclitaxel""]]","[""DB12108"", ""DB01229""]","[""CID51001932"", ""-1""]","breast cancer, non-small lung cancer",Neoplasms of the respiratory system,DB12108,DB01229,['GDC-0032'],['paclitaxel'],3
NCT01862263,"[[""Insulin""], [""vildagliptin""]]","[""DB00030"", ""DB04876""]","[""-1"", ""CID6918537""]",type 2 diabetes mellitus,Endocrine diseases,DB00030,DB04876,['Insulin'],['vildagliptin'],2
NCT01862315,"[[""dexamethasone""], [""gemcitabine""]]","[""DB01234"", ""DB00441""]","[""CID5743"", ""CID60750""]",intrahepatic cholangiocarcinoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01234,DB00441,['dexamethasone'],['gemcitabine'],4
NCT01863225,"[[""rosuvastatin""], [""RVX 208""]]","[""DB01098"", ""DB12000""]","[""CID446157"", ""CID24871506""]",dyslipidemia,Metabolic disorders,DB01098,DB12000,['rosuvastatin'],['RVX 208'],2
NCT01863225,"[[""rosuvastatin""], [""RVX 208""]]","[""DB01098"", ""DB12000""]","[""CID446157"", ""CID24871506""]",coronary artery disease,Diseases of the circulatory system,DB01098,DB12000,['rosuvastatin'],['RVX 208'],2
NCT01863225,"[[""RVX 208""], [""atorvastatin""]]","[""DB12000"", ""DB01076""]","[""CID24871506"", ""CID60823""]",dyslipidemia,Metabolic disorders,DB12000,DB01076,['RVX 208'],['atorvastatin'],2
NCT01863225,"[[""RVX 208""], [""atorvastatin""]]","[""DB12000"", ""DB01076""]","[""CID24871506"", ""CID60823""]",coronary artery disease,Diseases of the circulatory system,DB12000,DB01076,['RVX 208'],['atorvastatin'],2
NCT01863810,"[[""Lyrica""], [""Lyrica""], [""placebo""]]","[""DB00230"", ""DB00230"", ""PLACEBO""]","[""-1"", ""-1"", ""PLACEBO""]",diabetic neuropathy,"Disorders of nerve root, plexus or peripheral nerves",DB00230,DB00230,,,1
NCT01865500,"[[""budesonide""], [""methylprednisolone""]]","[""DB01222"", ""DB00959""]","[""CID5281004"", ""CID6741""]",chronic obstructive pulmonary disease,Certain lower respiratory tract diseases,DB01222,DB00959,['budesonide'],['methylprednisolone'],2
NCT01866553,"[[""peginterferon alfa-2b"", ""Pegintron"", ""peginterferon alfa-2b"", ""peginterferon alfa-2b""], [""nilotinib"", ""Tasigna""]]","[""DB00022"", ""DB04868""]","[""-1"", ""CID644241""]",chronic myeloid leukemia,Neoplasms,DB00022,DB04868,"['peginterferon alfa-2b', 'Pegintron', 'peginterferon alfa-2b', 'peginterferon alfa-2b']","['nilotinib', 'Tasigna']",1
NCT01867138,"[[""amikacin""], [""vancomycin""]]","[""DB00479"", ""DB00512""]","[""CID37768"", ""CID14969""]",nosocomial neonatal sepsis,Certain infectious or parasitic diseases,DB00479,DB00512,['amikacin'],['vancomycin'],1
NCT01867138,"[[""amikacin""], [""cefazolin""]]","[""DB00479"", ""DB01327""]","[""CID37768"", ""CID33255""]",nosocomial neonatal sepsis,Certain infectious or parasitic diseases,DB00479,DB01327,['amikacin'],['cefazolin'],1
NCT01867710,"[[""dexamethasone""], [""abiraterone""]]","[""DB01234"", ""DB05812""]","[""CID5743"", ""CID132971""]",prostate cancer,Diseases of the male genital system,DB01234,DB05812,['dexamethasone'],['abiraterone'],1
NCT01869114,"[[""sirolimus"", ""Rapamune"", ""sirolimus""], [""azacitidine"", ""azacitidine"", ""Vidaza""]]","[""DB00877"", ""DB00928""]","[""-1"", ""CID9444""]",adult acute myeloid leukemia with 11q23 (mll) abnormalities,Neoplasms,DB00877,DB00928,"['sirolimus', 'Rapamune', 'sirolimus']","['azacitidine', 'azacitidine', 'Vidaza']",27
NCT01869556,"[[""carboprost"", ""Hemabate""], [""Recombinant Oxytocin"", ""Syntocinon""]]","[""DB00429"", ""DB00107""]","[""CID5281075"", ""CID439302""]",postpartum hemorrhage,Obstetric haemorrhage,DB00429,DB00107,"['carboprost', 'Hemabate']","['Recombinant Oxytocin', 'Syntocinon']",1
NCT01870024,"[[""clonazepam""], [""fosphenytoin""]]","[""DB01068"", ""DB01320""]","[""CID2802"", ""CID56339""]",status epilepticus,Epilepsy or seizures,DB01068,DB01320,['clonazepam'],['fosphenytoin'],1
NCT01870024,"[[""clonazepam""], [""fosphenytoin""]]","[""DB01068"", ""DB01320""]","[""CID2802"", ""CID56339""]",epilepsy,Diseases of the nervous system,DB01068,DB01320,['clonazepam'],['fosphenytoin'],1
NCT01870739,"[[""olmesartan""], [""amlodipine""]]","[""DB00275"", ""DB00381""]","[""CID158781"", ""CID2162""]",hypertension,Hypertensive diseases,DB00275,DB00381,['olmesartan'],['amlodipine'],11
NCT01871675,"[[""rituximab"", ""Rituxan""], [""IPI-145"", ""duvelisib""]]","[""DB00073"", ""DB11952""]","[""-1"", ""CID50905713""]",lymphoma,Neoplasms,DB00073,DB11952,"['rituximab', 'Rituxan']","['IPI-145', 'duvelisib']",6
NCT01871675,"[[""rituximab"", ""Rituxan""], [""IPI-145"", ""duvelisib""]]","[""DB00073"", ""DB11952""]","[""-1"", ""CID50905713""]",t-cell lymphoma,"Mature T-cell lymphoma, specified types, nodal or systemic",DB00073,DB11952,"['rituximab', 'Rituxan']","['IPI-145', 'duvelisib']",1
